,tweet
1128,sore nyobain mrt jakarta karna diajak temen penasaran kabar udah mrt beda banget krl nyaman mrt krl bener sih nyaman banget eh berubah sayang
1129,seneng banget td abis cobain mrt jakarta sekian indonesia jakarta mrt
1130,bangga banget indonesia mrt emang capital city jakarta transportasi mampir malaysia main singapore mrt jujur ngiri knp indo tidak_punya skrg im so proud of indonesia
1131,selamat sore min ya jalan arah park ride lebak bulus bau pesing banget mengganggu min harap diperhatikan cari solusi
1132,bener banget nih bro kemarin bandara turun bau pesing parah
1133,abang abang makan nih mrt parah banget nih bang bau pas masuk nih yaa satpam eh satpamnya tidak_negor parah banget parah banget
1134,banget malem jalan p r nya bau pesing
1135,min maaf pengguna moda trans seneng banget krn deket banget dr rumah sayang koq gerbong bau pesing ya dirasakan sore dr dukuh blok m baiknya parfum bgs
1136,monmaap nih keretanya bau pesing banget pake karbol lysol pasang antibau plis
1137,min stasiun keretanya udah keren bersih please keretanya dikasih pewangi pengguna setia ratangga keretanya bau sayang banget
1138,maaf ya sy ratangga jam dr dukuh lb bulus gerbong bau banget pesing sy sampe pusing pindah gerbong dr ttp bau tidak_sebau ngepel lantai gerbongnya pake sih
1139,tolong ya musholla nya diperbesar mukena nya diganti dicuci bau banget sampe pusing makasih
