,tweet
827, mrt lagi lewat itu btw lu jakarta mana san 
828,jakarta gempa sekitar stasiun mrt cipete raya goyang kirain efek keretanya lewat ternyata gempa 
829, pak saya setuju tapi apakah kapasitas angkutan umum kita mampu monggo cek krl bogor ke jakarta lrt bekasi belum_siap kalo mrt terbatas lokasi tertentu takutnya jadi back fire saya lebih khawatir nanti tidak_efektif bukan pesimis tapi coba realistis
830,ya mau gimana lagi angkutan umum ya masih belum_ada kemajuan signifikan transjakarta mrt krl yang desek desekan banget di jam pulang kantor masih sangat kurang apalagi buat masuk ke daerah daerah pelosok jakarta masih kacau bet angkotnya 
831, jakarta kalo naek krl dan tj okelah murah tapi kalo mrt orang juga mikir mending naek kendaraan pribadi nder
832, tidak_ada bukti bahwa premanisme selesai di jaman pak jokowi itu klaim anda sendiri lrt dan mrt bukan masalah di jakarta yang jadi masalah di jakarta itu macet banjir kemiskinan anda sedang halu dengan segala bayangan yang anda buat sendiri dicekoki media massa partisan 
833,dengan public transportations sekomplet jakarta ada ojek taksi daring tj mrt harusnya bawa mobil sendiri malah merepotkan yet why people untel untelan di jalanan krn pd ribut bawa mobil dhewe 
834, buat kota se sibuk jakarta mrt pasti perlu lah wajib masalahnya pembangunannya aja dah salah rumah sederhana letaknya di pinggir kerjanya ke sini jd ya mobil bakal laku aja dari dulu selalu begitu
835,misalnya orang orang dah pada tidak_pake kendaraan pribadi pun gue tidak_yakin tj angkot kereta komuter mrt lrt bus bisa menjangkau semua daerah di jakarta kalo orang disuruh jalan kaki dari pemberhentian transportasi umumnya juga trotoar kaga semua ada di jakarta begimana
836,jakarta itu enak buat dipake b w kalau transportasi publiknya bener dan minim polusi jalanan relatif datar ada krl mrt yang bisa dipake kalau tujuan agak jauh sisanya gowes paling kilo ttd cah pesepeda anyaran
837, justru kamu itu di pilih warga jakarta biar lebih baik dari pemimpin yang dulu kok malah lebih buruk peninggalan gubernur sebelum kamu yang baik baik kenapa yang dapat nama kamu seperti mrt lrt lingkar semanggi dan banyak lagi kalau kamu apa yang ada 
838,saking stabilnya mrt jakarta ada yang lagi pasang maskara lho emang tidak_ada kok larangan make up an di mrt 
839,he he he itu yg betul bukan malah menyalahkan bang anies klu tingkat polusi di jakarta semakin meningkat ttp krn pembangunan infra struktur mrt yg banyak memangkas dan menebang pohon penghijauan yg merupakan filter polusi di wilayah jabodetabek pikir ye bong 
840,jakarta nyaman gue tidak_akan bawa mobil lagi fixxx apalagi kalo mrt yg nyampe ke bekasi udh jadi beuhhh 
841,besok ke jakarta buat short escape wkwkwk ada apakah yang baru di jakarta selain mrt dan lrt let me know
842, jakarta sebanyak taruna i d iv manajemen keselamatan transportasi jalan angkatan vii melaksanakan kegiatan kunjungan ke mrt ppli dan pt elnusa petrofin kegiatan ini bertujuan agar taruna i 
843, bangun jakarta taun ke depan om di beritanya ada program strategis kayak mrt lrt kereta cepat bandung jakarta dsb dsb jika ibukota pindah apa kebayar utangnya 
844,cashless in jakarta be lyke bayar transjak mrt pake flazz bayar gojek pake gopay ngopi pake debit tidak_ada minimal bahkan jajan bakso di emperan blok m bisa pake gopay dpt cashback pula 
845,jakarta ini gede knp w mesti ketemu mantan d mrt siiii 
846,kenapa di jakarta masih tetep macet ya padahal busway banyak banget mrt udah ada kereta juga ada kayak tidak_ada bedanya gitu macetnyaaa 
847,mau mengandalkan mrt jakarta sebagai sarana transportasi kamu bekerja simak dulu plus dan minusnya dalam ulasan berikut 
848,di bulan kemerdekaan indonesia agustus ini presiden joko widodo dan ibu negara iriana joko widodo membatik dalam kegiatan goresan batik kemerdekaan yang digelar di mrt bundaran hi jakarta kamis pagi kemarin tv 
849,from presiden joko widodo didampingi ibu negara iriana joko widodo menghadiri acara goresan batik kemerdekaan di beranda peron a stasiun moda raya terpadu mrt bundaran hotel indonesia jakarta kamis 
850, sekedar memgingatkan cak sebaiknya mulai sekarang warga jakarta jangan pakai mobil pribadi pakailah mrt utk transportasi 
851,presiden dan ibu negara iriana membatik dalam acara pameran batik di stasiun mrt jakarta jelang peringatan hut ri ke 
852, coba dicek aja tingkat polusi kota jakarta antara tahun apakah kota jakarta termasuk kota tertinggi tingkat polusinya di dunia karena diperiode tsb infrastruktur lrt mrt lingkar semanggi tol jorr berbarengan dikerjakan 
853, bikin kebijakan sadis mobil motor pribadi dilarang masuk jakarta kerja di jakarta harus ktp domisili jakarta pembangunan lrt mrt di tol cikampek bubarin bikin macet dan polusi mewek mewek tuh cebong 
854,mrt jakarta pls buatin kek gini 
855, jakarta belum_jadi juara dunia kategori polusi udara yang di lakukan jokowi dan ahok membuat aturan dan proyek penunjang transportasi umum yang berhubungan dengan transjakarta mrt lrt kalo anies baswedan melakukan upaya apa 
856,kasian cowok selalu salah didepan cewek kasian orang jakarta udah bikin mrt lrt ganjil genap tetep aja salah dan polusi naik kasian pak anies ada yang lebih buruk tp tetep aja yang disalahin dia kamu cowok orang jakarta dan jd pak anies wkwk kelar dah 
857, kalo nanti jadi ri pasti banyak nyalahin jokowi soalnya jokowi udah bikin toll ribuan kilometer bikin bendungan bikin jalan trans papua lrt mrt kereta cepat jakarta bandung bikin pelabuhan laut dan bandara bikin kapal ikan asing lari mcm pokoke
858, oke namun menjadikan artikel tersebut menjadi acuan itu kurang tepat mengingat transportasi di jakarta itu hanya mrt ada angkot jak lingko dan transjakarta harga yang diberikan mrt itu sudah pas apalagi daerah yang dilayani memang business center 
859, menit meter dari stasiun mrt jakarta 
860,mumpung di jakarta pengen nyobain mrt tapi sendirian gini nanti kalo nyasar aku masuk tv terus jadi terkenal kan repot 
861, bukan saya mas up to percent itu gambaran masy jakarta data bank dunia juga kalau ndak salah mendekati persen 
862,masalah transportasi umum di jakarta yang utama itu reliability waktu kaga ada yg ontime bgst kecuali mrt
863, terserah sih mau malem ini lagi bantu ngurangin polusi di jakarta tidak_bawa kendaraan pribadi ke kantor dari mrt nyambung transjakarta eh malah suruh muter buat naik bus nya kak 
864, coba bljr kemana mana pakai transportasi umum karena jakarta bnyk polusi nya gara kendaraan selain mengurangin polusi juga mengurangi kemacetan apalagi skrng busway udah bnyk rute nya trs ditambah mrt yakan kita udah dikasih fasilitas sama negara gunanya untuk itu 
865, makanya ku berharap pemerintah langsung menerapkan ganjil genap satu jakarta deh karena semakin buruk udara takutnya yang biasanya pake trans mrt malah jadi pada takut dan memilih bawa mobil sendiri 
866, trima pak jokowi dan ahok krn klian jkt pnya mrt lrt simpang susun semanggi sklh diperbaiki jadi baik rusun jd bgs rptra di sudut ibukota jd pntslah kmudian dpt pghargaan di bid infrastruktur skrg tgl dorong pak anies realisasi std jakarta mrt fase ii dan lrt fase ii
867,jr jabodetabek residence ini shuttle untuk tujuan ke beberapa titik di jakarta bisanya kawasan sudirman atau yg di lewatin mrt tp jr serpong ini khusus buat tujuan mrt lebak bulus jangan sedih tarifnya cm 
868,tiap ada orang yang bilang mau ke jakarta gw selalu bilang gw pengen naik mrt 
869, polusi salah anies sampah salah anies macet salah anies pas ada keberhasilan seperti mrt dan lrt di jakarta ditambah kesuksesan asian games langsung diklaim keberhasilan jokowi 
870,mas mas suka ngangkot nyobain mrt 
871,gua kesel banget sumpah sama orang yg soktau soal kota gua lu kira palembang mah dusun kagak tau aja lu sepanas semacet semriwet apa palembang sekarang btw lrt palembang jg operasiny lebih duluan daripada mrt jakarta masih mo bilang emang enak tinggal di sumatera 
872, lee mana tau si bobby mo nyobain mrt jakarta ato jgnjgn mo cod baso aci kali dia kan bisa jadi
873, di stasiun mrt jakarta nih 
874,ya emang sih resiko biasanya yang ngomong begini banyakan nyalahin pemerintah tidak_mau gerak jakarta yang salah manusianya buat apa ada mrt lrt kereta tije dll tapi masih pamer kendaraan you should have a good solution not just critize w o act 
875, di mrt haji nawi mas maaf tidak_bisa shalat disini air lagi tidak_ada mas dipake damkar buat kebakaran yg di fatmawati duh mas toilet juga tidak_ada kebelet asli ini iya mas sama masalah jakarta darurat air juga ya 
876, hihihi ngaku location di jakarta tapi tidak_tau kalo jpo dpn arthaloka udah dibenerin emg apa yg salah sih kalo pemimpin itu program pmimpin sblmnya jokowi lanjutin proyek mrt yg udah dirancang fauzi bowo gue diam aja janin kodok trgila dg persaingan pantas beringas 
877,fatmawati one hotel residence apartemen eksklusif selangkah dari stasiun mrt cipete raya jakarta selatan ikuti radio talk bersama ratdi gunawan marketing consultant fatmawati one hotel residence kamis pukul wib 
878, lebih hemat dan mudah memindahkan gubernurnya saja daripada memindahkan perangkat abdi negaranya lagipula jakarta kan infrastrukturnya sudah lengkap dan sebentar lagi jika mrt lrt dan pembangunan infrastruktur transportasi lainnya sudah selesai jakarta tidak_akan macet lagi 
879,ibu kota pindah nasib jakarta gimana jakarta bakal tambah maju brooo udah ada mrt udah ada tol dalam kota busway dsb malah bagus ibukota dipindain jd gk sumpek dan fokus jd kota bisnis justru jd pr berat untuk ibukota berikutnua
880, bagaimanapun itu gubernur jakarta terbaik baru setahun menjabat bisa sukses selenggarakan asian games belum_tahun bisa menyelesaikan mrt bila buruk tentu pendukung beliau yaitu yang berisik terlebih dahulu 
881,kalau kualitas udara jakarta sudah jelek kenapa macet tetap parah cuek pakai kendaraan pribadi ya apakah warga jakarta memang ignorant sudah ada mrt busway mungkin yg ini memang masih belom nyaman tapi klo jarak dekat ya pada jalan kaki lah 
882, google jkt anies baru menjabat bulan oktober bbrp bulan menjabat jakarta mendapat penghargaan itu tentu hasil prestasi gub sebelumnya lalu bgmn skrg jakarta kota paling berpolusi kalo tidak_diselesaikan mungkin begitu jg penghargaan perbaikan transportasi dgn adanya mrt lrt
883, jenius tidak_bisa bayar mrt jakarta tragis ya tidak_
884, maha hebat anies dengan tahunnya dapat penghargaan mrt lrt selesai sungai bersih jakarta bersih dari sampah jakarta sesegar udara puncak ok oce meningkatkan taraf hidup sobat misqueen dp buat penduduk misqueen next pulau reklamasi selesai 
885, yailah pak pak makanya kalau tidak_bisa jadi gubernur mah tidak_usah nyalon gimana sih jakarta udah hampir tertata rapih pas sebelum bapak ini kok jadi amburadul lagi lagian juga ya katanya bangga soal mrt lah mrt udah dari jaman kapan perencanaannya situ tinggal resmiin 
886, jkt jakcard bisa buat bayar transportasi umum mrt lrt transjakarta sama wisata di jakarta salah satunya monas 
887, juli ngebolang sekaluan nyobain mrt nya jakarta indonesia 
888,suka dengerin podcast kalo lagi di krl brt atau mrt suka penasaran juga dengan yang suka bagi bagi peta dan keliling jakarta masang signage ayo dengar cerita kita di podcast mari berjudi sekarang di spotify 
889,takut pas baca instastory cantika ada tulisan in the future fresh air will be more expensive than petrol please please yg tinggal di jakarta kan itu udah ada transjakarta mrt krl please pake kendaraan umum jgn sampe kalimat itu jadi kenyataan dan dimanfaatin sama swasta 
890,setelah gua cari terkait masalah polusi di jakarta mungkin salah satu penyebabnya terbesarnya adalah polusi dari konstruksi infrastruktur yg besar besaran di jakarta seperti lrt mrt kereta api tol trotoar bangunan bullet train dlm musim semua itu benar berdampak bgt 
891, tapi yg udah udah sih tidak_begitu mrt reklamasi teluk jakarta itu ketok palunya jaman orba tapi baru direalisasikannya sekarang sekarang ini padahal udah taun
892, hai kak silakan cek link berikut untuk mengetahui lokasi lokasi tertentu dari stasiun mrt jakarta 
893,gedung perkantoran yang dilalui mrt jakarta lebih disukai 
894, apakah bisa digunakan untuk bayar trans jakarta busway dan mrt 
895, jauh amat indonesia jakarta dulu aja buktiken eh udah terbukti yah salah satunya mrt
896,di singapur mrt dijadikan transportasi umum di jakarta mrt dijadikan destinasi wisata iya guys sabtu lalu aku jadi turis 
897,sabtu juli alumni stan ngumpul buat hbh dan sekaligus reuni beda dengan angkatan lain yang kumpulnya jauh di luar kota kami memilih untuk kumpul di jakarta sambil menunjukkan dukungan kita untuk pemanfaatan mrt jakarta serta test paket wisata gbk tour seruu 
898, hohoho jauh jauh dri malang boleh lah jalan jalan ke monas nyobain mrt sama lrt jakarta mba tapi maaf kemenang cuman hanya milik tuan rumah dong 
899, pemula penghargaan dari sisa yg lama salah satupenghargaan kota dengan transportasi terbaik anis kerja apa unt transportasi bis trans jakarta yg baru itu sisa ahok mrt itu sisanya jokowi 
900,gue pengguna mrt dan ojol garis keras anak gue yang gede sekolah pake antar jemput yang isinya bisa anak per mobil gue tidak_bisa nyetir jadi mobil gue kepake kalo suami lagi di jakarta dan buat nganter anak gue yang kecil sekolah dan terapi 
901, kl jakarta gajadi ibukota lg cafe mall busway mrt lrt kaga jadi sawah semua ko nder
902,ikut bangga jakarta indonesia punya mrt stasiun mrt haji nawi 
903,tak terasa tahun yg lalu sebulan sekali mengunjungi berbagai stasiun bawah tanah mrt jakarta jalur layangnya kini sebuah penantian panjang penuh pertimbangan itu utk membuahkan hasil transportasi publik yg modern nyaman tepat waktu utk warga ibukota 
904,belom nyobain mrt di jakarta nyobain nya malah di singapore wkwk canda gais tapi beneran 
905,tapi apakah angka segini cukup masih harus ditingkatkan lagi nih dalam artikel direktur utama pt mrt jakarta pak william sabandar menargetkan penumpang mrt harus mencapai setiap harinya hemm kira kira bisa tidak_ya 
906,terowongan mrt dukuh atas muralnya itu yg dominan warna hitam bikin kurang enak dipandang udah bagus sisi tembok sebelahnya warna warni bikin mata yg lihat jadi ikutan fresh agak ganggu dikit sih ada tulisan paramadina mantan rektornya kan yg jadi gubernur jakarta kini 
907,jakarta mau buat flyover tingkat juga pasti tetep macet padahal banyak banget loh yang pakai kendaraan umum macam tj krl mrt lrt kok yo piyeeeee lek
908,udara jakarta sengaco itu awalnya tidak_peka sampe tadi pagi jam an keluar stasiun mrt istora liat langit butek banget kaya ada orang bakar padahal tidak_dan selama meeting pagi banyak orang batuk sampe tidak_konsen jadi nyata adanya itu ya 
909,gwilee runners jakarta bermunculan di stasiun mrt jam segini
910,kabarnya ibu kota indonesia sudah fix akan dipindahkan oleh jin jaenudin ngaciro ke kalimantan sementara itu kereta cepat lrt mrt udah dibangun di jakarta kira kira para cebong ngikut migrasi ke kalimantan tidak_ya 
911, udah gw duga udah gw siapin jawaban proyek mrt lrt jakarta proyek flyover busway ciledug mampang proyek flyover dan underpass itu berlangsung menyebar bersamaan dan lebih di tengah kota 
912, bus sedang tidak_akan bisa masuk jalan sempit angkutan pasar ke pasar khas jakarta bro sudah ada rute angkot kok 
913,lo bisa bilang juga jakarta itu tidak_bisa dibandingin sama singapura tapi pada akhirnya semuanya pengen kayak singapura juga buktinya bandara mau kayak changi jalan mau kayak orchard mrt mau kayak singapura hahahaha 
914,digital signage jakarta anies terima keluhan warga soal penanda di mrt 
915, jie jkt diawal udh mengatakan bukan orang jakarta dan sekitarnya juga mungkin transportasi umum di jabodetabek sdh bagus jika rumah jauh dari kantor ada krl yg skitar ontime lalu lanjut tj mrt jaka ataupun ojol kalau kepepet kantornya gk dilewatin sama sekali angkutan umum 
916, foto depannya mrt jakarta padahal beritanya di singapura hhhh
917,so the jakarta southeastern suburbs lrt isn t going to be like an lrt at all this is proper heavy rail with siemens ato suite just with shorter cars the mrt with its toshiba backed ato has a running partner 
918, mungkin dibeberapa daerah jakarta belum_kesentuh cuma kalo kantor yg deket krl mrt transjakarta coba deh pake transport umum mayan ngurangin macet jakarta 
919,ayo pak nanggung dah selesein n sambung in lrt n mrt nyaa buktikan bapak gubernur dki jakarta yg visioner dan kerja nyata 
920, mrt isn t big enough for you kjp e goverment perapihan layanan masyarakat satu pintu tidak_ngerasain bikin ktp dll jauh lebih mudah no berarti lo bukan orang jakarta 
921,ada kalanya kita butuh situasi yg senyap dari kehidupan duniawi untuk introspeksi yeah good night 
922,jakarta udah keren ya kan ada mrt lrt coming soon krl lintas jabodetabek eh ibukotanya mau di pindahin ke tempat yang masih segar masih banyak hutan pohon nya yang kalau ditebang atau di habisi hutannya ya polusi udara bakal sama dong kayak di kota jakarta yg skrg viral
923,jadi mau bertemu di lrt mrt trans jakarta jak lingko apa krl aja niy 
924,kata ahoker anies tidak_laku di jakarta tidak_kaya ahok di ajak selfi di mrt fyi yng sering ke monas itu mayoritas orang luar jakarta tandanya anies tidak_cuman di cinta ama orang jakarta orang luar jakarta pun juga cinta pak 
925, tidak_usah banyak bacot baca ini berita uang buat mrt tuh udah ada skemanya udah aman uang t itu kegedean super gede keliatan aji mumpung bgt gue nanya lu udah pelajarin ilmu ilmu tadi tidak_terus gue minta minimal lu cuma sebutin 
926, alhamdulillah macet bertambah makmur rakyat jakarta bisa bertmbh yg bisa membeli kendaraan mrt sudah beroperasi tp krn penduduk jkt msh bertambah trs
927, ngomong kmrn dateng keseminar trus salah satu sponsornya mrt jakarta disitu dia jelasin kok jalur mrt bakal dipanjangin dan lagi proses emang mungkin orang aja yang kurang bisa nikmatin prosesnya
928,jakarta daerah yg ada mrt kayak selevel up gitu dibanding daerah pinggiran
929, hai kak untuk laporan kami mohon infokan kepada kami mengenai hal di atas kapan terakhir menggunakan mrt jakarta dan kapan akan menggunakan lagi mrt jakarta 
930,larang kendaraan bahan bakar fosil masuk jakarta pake mrt semua 
931,semenjak ada mrt warga jakarta dan sekitarnya makin sehat trotoar jadi lebar dan nyaman unt jalan kaki terima kasih pak ahok dan pak karena legacymu dulu waktu masih jadi gub dki sehingga gub skrang bisa melanjutkan 
932, disana belum_banyak orang pak bangun dulu yg sudah padat penduduknya biar manfaatnya segera terasa seperti mrt di palembang itu katanya peminatnya tak sebanyak bogor jakarta 
933, kmarin ada thread tentang sepeda pancal yang pihak dari mrt atau kereta api tidak_bisa menjamin keamanan sepeda pancal itu we need this first in jakarta 
934, sdh saatnya masyarakat jakarta dan kota besar lainnya memanfaat transportasi umum milik publik mrt bus kota dan 
935,mrt jakarta jadi salah satu perusahaan dari perusahaan yang menerima penghargaan dalam ajang marketeers omni brands of the year 
936, bkn beban ke satu org doang cm shrsnya yg pny kewenangan utk bikin kebijakan dorongan buat warganya kan si gubernur nya dong ya lah gubernurnya aja malah nanem pohon plastik tp regardless yuk warga jakarta pk transport umum udh keren kan tuh mrt lrt krl tj ntab 
937, mrt jakarta dong min anti polusi 
938, woiiii loe buta atau tuli trans jakarta yg skrg bagus dr skania itu program ahok dan mrt dan lrt itu program ahok yg skrg dpt penghargaan hasil kerja ahok apa yg bisa d lakukan junjungan loe bambu yg paling mahal itu bertahan cuma bulan liat simpang semanggi 
939, satya dosen yg aku kenal di sini semua eksekutor di balik project besar dan bermanfaat buat orang banyak tol trans sumatera mrt jakarta inland waterways cbl dan masih banyak lagi itu baru beberapa yg aku tau ya 
940,satu dari sekian banyak tempat yang instagrammable di mrt jakarta stasiun asean d h sisingamangaraja disini anda dapat melihat dan mengabadikan detik detik pertemuan kedua armada ratangga saat meninggalkan jalur 
941, makasih ya hari ini keluarga saya nyoba mrt di jakarta jadi tidak_perlu hrs nyusul sy di bangkok buat nyobain mrt lanjutkan 
942,masih gua liatin mrt jakarta blok m station indonesiajuara 
943,tempat foto lucu daerah jakarta selain mrt blok a dmn yach
944,pingin deh ke jakarta nyobain mrt terus pulang
945,alasan w bawa jaket ke jakarta padahal naudzubillah panasnya takut masuk angin karena ac krl mrt busway ok 
946, nder pke krl mrt lrt transjakarta klo kamu kuliahnya di jakarta ya biar gk nambah polusi anjeng
947,selain mrt jakarta juga kedatangan transportasi rel lain lrt lrt atau kereta ringan sudah dijelaskan pada post sebelumnya tentang transportasi umum sebenarnya lrt jakarta direncanakan beroperasi saat asian 
948,tujuan kamu beli balenciaga fila dan kawan nya untuk apa untuk dipake keliling jakarta naek mrt
949,baru coba mrt jakarta gue kemana aja 
950, huhu pengen bgt nyobain mrt jakarta
951, setelah ada transjak mrt banyak orang lalu lalang di jalan meski malam telah larut lampu jalan cukup terang apakah tingkat kejahatan di jakarta menurun 
952, kjp rusun bus sekolah bus tingkat gratis mrt lrt tata kelola trans jakarta rptra jamkesmas pengelolaan banjir lingkungan dll anies baswedan udah ngerjain apa 
953,sehat bersama mrt jakarta men sana in corpore sano 
954,kemarin berjumpa dengan ketua dpp psi id sis tsamaradki di stasiun mrt bundaran hi mrt jakarta 
955,ciee akhirnya nyobain mrt jakarta 
956,ke jakarta cuma cfd nyoba mrt udah balik lagi ke smerang 
957, berita lawas koq dijadiin referensi sumbernya dari twitter pulak lagian dr bahasanya juga jelas klo informasinya baru sebatas perencanaan coba fokus di kata timeline basic design haduh udahlah yah cuy ngabisin waktu gw aje lo ah nir faedah 
958, apalagi banyak warga jakarta yg muslim yg jg membutuhkan tempat sholat kala ingin berpergian menggunakan mrt namun menyempatkan utk ibadah dahulu thank you 
959,aku di bulan di jakarta belum_tau ketemu artis ketemunya politisi minggu lalu di taman bapa partai golkar lg yoga di taman tadi di mrt ketua dpp psi hade tulus ta nico ta hamish ta 
960,di jakarta hentian bas diantara dua jalan laluan bas di lorong kanan kalau tak silap jadi kalau sarawak nak buat boleh dah sebab pembahagi jalan dia pun boleh buat lagi jalan boleh mula dengan kuching samarahan dulu dari buat lrt mrt tu la 
961, hahaha siapa tau kan jadi potensi wisata baru juga kek wisata mrt jakarta plis adain tram ke gunung kidul biar bisa breakfast di malioboro dinner di tepi pantai dong 
962, team busway sama mrt keliling jakarta 
963, semoga mrt jakarta yg operasi skrg juga driverless di masa depan mirip kayak di kl
964,akhirnya org jakarta ini nyobain mrt norak bgt w baru nyobain 
965,ada saudara datang dari daerah tidak_bingung lagi mau diajak ngapain dan ke mana di jakarta they are happy enough with try mrt jakarta 
966,saya berusaha objektif tentang berita atau apa pun lha saya juga pernah bela pak anies soal mrt jakarta kan jadilah muslim muslimah yang tidak_takut kepada siapa pun meski itu atasan kita atau orang yang membayar kita 
967,sabtu perdana mikha jalan pakai transportasi yg lg hits di jakarta otd dulu deh biar kece berasa jadi turis korea dari jatiasih mrt jakarta 
968,akhirnya makan kupang lontong di jakarta tempatnya depan stasiun mrt cipete raya dapet info dari 
969, banyakin baca media nasional jngn artikel fb yg penulisnye buzzer elu telen mentah mentah cuk 
970,pertama kali naek mrt jakarta hehehe 
971,wah kita tunggu aja ya tahun nanti mrt bakal menjangkau lebih banyak wilayah 
972,gapapa deh blm nyobain mrt jakarta yg penting malaysia udah wkakaka 
973,mrt jakarta serasa di luar negeri keren banget lewat 
974, uhhh homesick ya makanya main dong ke jakarta lagi betah banget liat pantai sesekali liat mrt lah 
975,klo penumpang berbusana spt ini ada di jakarta pd byk yg naek mrt kali yah asal tidak_auto ngaceng 
976,stasiun lebak bulus lebak bulus menjadi stasiun laying pertama di ujung selatan jakarta stasiun mrt ini terintegrasi dengan halte transjakarta yaitu halte lebak bulus koridor buat kamu yang ingin wisata belanja di dekat stasiun ini ada transmart dan poin square 
977,w belum_banyak nyicipin mrt metro di negara lain tapi mrt jakarta emang tingkat polusi suaranya luar biasa di dalem gerbong berasa di pasar tradisional 
978,andai mrt dari dulu udah dibangun ya ginilah designya jakarta mrt ew line proposal 
979, siang mas integrasi informasi transportasi itu sangatlah penting untuk mewujudkan transportasi multimoda yang betul terintegrasi jakarta kedatangan banyak moda baru spt mrt lrt dan railink namun hingga kini belum_ada identitas yg serupa dari sini kita coba u buat swadaya 
980,bersama dengan transjakarta light rapid transportation lrt dan commuter line mrt akan menjadi motor dari mobilitas masyarakat jakarta dan sekitarnya 
981, gw positif thinking aj dah klo di jakarta ya busway dn mrt
982,bus trans jakarta yg tidak_k pke mending bwt provinsi laen yg mmbutuhkn di jakarta dah trlalu bnyk kendaraan dri mrt ampe ojek online 
983, kereta mrt jakarta telah beroperasi selama empat bulan sejak pertama kali diresmikan pada akhir maret lalu bagaimana catatan performanya 
984, pembangunan mrt jakarta hingga ditargetkan mencapai km terdiri dari km jalur bawah tanah dan km jalur layang 
985,kereta bandara rb mrt lrt ktm nya juga buat roundtrip mayan lah harus spend sekitar rb buat jarak bogor jakarta
986, mantap kalai ada rute mrt dari kabupaten tangerang ke jakarta mah
987, aku pernah tinggal di dua tempat itu dan skrang menetap di bandung dari kondisi masyarakat kondisi cuaca enak di bandung jujur tapi soal fasilitas pelayanan pemerintah enak di jakarta menurut ku karena di bandung belum_ada mrt sama comuter line 
988,emang susah jadi orang yang biasanya pake kendaraan pribadi di jakarta giliran pake transportasi umum bingung nya luar biasa untung aja kartu flash brizzi dll udah ready di dompet anak krl mrt pasti tau gw 
989,udah lah ya beli indomyh tu gw bayarin deh semuanya balik airbnb nyeduh gw mau ngajak berenang tapi ujan adek day mau berenang sore kalo udah reda trus mendadak scene ganti ke nuansa ibukota adek day nanya gw di jakarta baru ada mrt yah kak koq tauk deq 
990,waowwww kebayang mrt jakarta kalau jakarta banjir 
991,krl dan mrt lumpuh mrt malah nutup stasiun banget orang cuma bisa naik trans jakarta tadi lewat halte trans jakarta rame babget gelap an ya allah tidak_bakal tahan gua 
992,wah ada pemadaman massal di jawa bali ya apa kabar orang orang yg naik mrt jakarta 
993,jakarta jadi gabisa naik mrt heuuu
994,jakarta balck out kaki udh pegel makin pegel turun naik stasiun mrt indahnya minggu qu 
995, kecewa aama mrt jakarta yang di kembalikan hanya uang jaminan aja rb uang perjalanannya rb tidak_dikembalikan pdhl gajadi naik karna mati lampu info petugas dibawah harusnya bisa di refund gimana ini 
996,pagi tadi rajin bersama aris siefdi an ke senayan keliling jakarta naik mrt aku fotoin silau gabisa pose yg bagus mukanya pasti tablo tidak_kayak gitu aja udah bagus 
997, ma transportasi jakarta kan sdh diperbaiki pak sdh ada mrt ada trans jakarta busway n utk yg ada di lingkar luar ada commuter line sy kira sdh ok utk tarif parkir naik bila perlu jt hari spt di melbourne spy jakarta benar jd megapolitan city ayo dukung pak anies
998, bulan tidak_ke jakarta sekalinya ke jakarta liat mrt pengen naik anjay
999,seru banget tadi seharian reramean ngider jakarta naik mrt dan tranjakarta cuma sekedar pake nge tap jam tangan yg udah diisiin saldo rb oleh bni bisa buat jajan juga pula sekalipun itu mesin gesek atm masih bisa dideketin jam tangan ke mesinnya mantap smartwatch bni 
1000,jd kesenengan naik mrt jujur ini pertama kali loh naik mrt jkt kalo di tanya gmn perasaanya takjub bangga happy banget jakarta kuh jakarta indonesia 
1001,sekarang mau ke plaza blok m bisa langsung naik mrt jakarta 
1002,jakarta semakin berpolusi begini cara artis cantik kiki amalia mengurangi polusi udara di jakarta 
1003, admin stasiun mrt apa yg terdekat dari monas 
1004, maaf min tanya naik mrt bayar pakai e toll mandiri bisakah trims 
1005, masa di gantungin di cantelan tangan taruh jaket gitu biar kayak ibu hamil ntar dpt kursi prioritas deh 
1006, min mohon bertanya jika syaa membawa helm apakah bisa saya gantungkan d mrt dikarenakan tidak_ada tempat untuk menaruh barang 
1007, di asean tu kalo sabtu minggu sepiiii
1008, siang min mau nanya kalau dari stasiun mrt bunderan hi ke stasiun fatmawati apakah bisa terima kasih
1009, mohon maaf atas ketidaknyamanannya namun transjakarta akan selalu menjaga kebersihan di halte maupun di dalam bus area transjakarta dan untuk perihal ini akan kami sampaikan ke dinas dan pihak terkaitnya untuk ditindaklanjuti terima kasih
1010, mohon maaf atas ketidaknyamanannya transjakarta akan terus berusaha meningkatkan pelayanan bagi pelanggan 
1011,min tolong dung itu petugas loket park ride dimodalin uang kembalian masa kembalian k tidak_ada padahal udah jam bayangin kalo k x motor 
1012, jakarta transjakarta kalo turun di senayan jcc jauh ape kaga ye jalannye ahaha
1013, permisi mrt jakarta setiap berapa menit sekali ya jadwalnya dalam waktu dekat ada duty ke jakarta nih soalnya
1014,min kalau saya mau naik dari stasiun hi apakah sudah tersedia area parkir utk kendaraan pribadi mhn infonya makasih 
1015, saya siap mempertanggung jawabkan apa yang saya laporkan dan saya siap jika diminta kronologi dan harus juga siap buka cctv kalau memang saya dikira tukang bohong anda juga siap untuk mempertanggung jawabkan apa yg telah anda katakan tentang saya
1016, kasih buktinya jangan cuma denger sama aj anda ma tukang hoax 
