,Tweet,Hasil Preprocessing,Positif,Negatif,Sentimen,Numbered Sentimen
91,"Jalan2 dijkt sekarang tambah nyaman, taman kota sudah tertata rapi, MRT sangat nyaman untuk mau nguber waktu, mari ciptakan linkungan jakarta yg kondusif, adil makmur untuk semua lapisan klau bukan kita siapa lagi, terimakasih gubenur @aniesbaswedan maju kotanya maju indonesia",jalan dijkt nyaman taman kota tertata rapi mrt nyaman nguber mari ciptakan linkungan jakarta kondusif adil makmur lapisan klau terimakasih gubenur maju kotanya maju indonesia,8,0,positif,1
92,"2 Hari Lagi HUT Jakarta!
.
.
Apa sih 3 hal yang paling dirindukan dari Jakarta?
Kalau irina.dewi MRT, layanan jasa online yang lengkap dan coffee Shop #HappyMorning #fhnwithirina https://t.co/5ygfoKodbQ",hut jakarta sih dirindukan jakarta irina dewi mrt layanan jasa online lengkap coffee shop,1,0,positif,1
93,"@ustadchen Jakarta bah, lumayan naek mrt",jakarta bah lumayan naek mrt,1,0,positif,1
94,"@ustadchen Jakarta, ramai sampai macet mulu. Senang. :) 

eh tapi sekarang udah ada MRT dooong.",jakarta ramai macet mulu senang eh udah mrt dooong,2,1,positif,1
95,"mrt disini ama di jakarta beda yak , disini rapih bener orang",mrt ama jakarta beda yak rapih bener orang,1,0,positif,1
96,SCTV dan Indosiar mendapat penghargaan dari PT MRT Jakarta terkait pemberitaan MRT. Penghargaan ini sebagai apresiasi terhadap media yang ikut berperan memajukan transportasi di Jakarta. #Liputan6SCTV https://t.co/FlMS0d1A6h,sctv indosiar penghargaan pt mrt jakarta terkait pemberitaan mrt penghargaan apresiasi media berperan memajukan transportasi jakarta,3,0,positif,1
97,"Keren!!! Haha... coba di mrt jakarta ada kyk gini yak, heu~ https://t.co/lzuKBnmCwc",keren haha coba mrt jakarta kyk gini yak heu,1,0,positif,1
98,MRT Jakarta Beri Apresiasi pada Stakeholder danÂ Media https://t.co/fzZC48zRZu https://t.co/DlANzVCQEy,mrt jakarta apresiasi stakeholder media,1,0,positif,1
99,@mrtjakarta pagi ini mrt lebak bulus-bundaranHI penuh.. banyak kelas middle-up naik mrt berangkat kerja.. terlihat cukup berhasil dalam mengurangi pemakaian mobil di jakarta,pagi mrt lebak bulus bundaranhi penuh kelas middle up mrt berangkat kerja berhasil mengurangi pemakaian mobil jakarta,2,1,positif,1
100,Gubenur DKI Jakarta Anies Baswedan mengatakan Moda Raya Terpadu (MRT) merupakan salah satu tulang punggung pilar penyambung seluruh moda transportasi umum di ibu kota. https://t.co/hJXgJGN8K1,gubenur dki jakarta anies baswedan moda raya terpadu mrt salah tulang punggung pilar penyambung moda transportasi kota,2,1,positif,1
101,"Kamu bisa berkontribusi mengurangi macet Jakarta dengan mulai membiasakan menggunakan transportasi publik seperti Transjakarta, Commuterline, MRT hingga LRT.

Yuk, gunakan transportasi publik dari sekarang!",berkontribusi mengurangi macet jakarta membiasakan transportasi publik transjakarta commuterline mrt lrt yuk transportasi publik,2,1,positif,1
102,@null MRT Jakarta Mampu Kurangi 5.600 Kendaraan Pribadi Perbaikan layanan transportasi  https://t.co/97k9oH9QiO,mrt jakarta kurangi kendaraan pribadi perbaikan layanan transportasi,2,0,positif,1
103,"Yang selalu bully dan nyinyirin pak Anies yang katanya tak ada prestasi,main2lah ke Jakarta naik busway,MRT,LRT,silakan2,ha2 https://t.co/p3mcLGGal2",bully nyinyirin anies prestasi main jakarta busway mrt lrt silakan ha,2,0,positif,1
104,-. MRT Jakarta apresiasi 92 pemangku kepentingan https://t.co/kzn3ma0TvX,mrt jakarta apresiasi pemangku kepentingan,2,0,positif,1
105,ANTARA meraih apresiasi atas pemberitaan masif MRT Jakarta https://t.co/gs796zERjD,meraih apresiasi pemberitaan masif mrt jakarta,1,0,positif,1
106,MRT Jakarta apresiasi 92 pemangku kepentingan https://t.co/pmn4WjWvtu,mrt jakarta apresiasi pemangku kepentingan,2,0,positif,1
107,"Mama: berarti kalo mau cari aman, bagus sama yang adek mau, unhas aja ya pa?

Bapa: iiiyaa, gapapasih, itu yg megang MRT di jakarta juga kan teknik sipil unhas, tapi ya gitu, jarang cewe cantik ya de, HEHEHEHE(ketawa gede)

*Gua dalem hati(NAH INII HAHAHAHAHA)",mama kalo cari aman bagus adek unhas aja ya pa bapa iiiyaa gapapasih megang mrt jakarta teknik sipil unhas ya gitu jarang cewe cantik ya de hehehehe ketawa gede gua dalem hati inii hahahahaha,4,0,positif,1
108,ANTARA raih apresiasi atas pemberitaan masif MRT Jakarta https://t.co/EYRxlfoLMU,raih apresiasi pemberitaan masif mrt jakarta,1,0,positif,1
109,"@aniesbaswedan @mrtjakarta Bertepatan dengan HUT ke-11, PT MRT Jakarta mengadakan Malam Apresiasi Stakeholders Pembangunan MRT Jakarta Fase 1 Lebak Bulus-Bundaran HI yang digelar di Hotel Le Meridien Jakarta, Rabu (19/6) malam. (Fam) @mrtjakarta #ElshintaEdisiMalam https://t.co/F7rQeLkLqD",bertepatan hut pt mrt jakarta mengadakan malam apresiasi stakeholders pembangunan mrt jakarta fase lebak bulus bundaran hi digelar hotel le meridien jakarta rabu malam fam,1,0,positif,1
110,Malam apresiasi MRT Jakarta https://t.co/36t5gZZDxJ,malam apresiasi mrt jakarta,1,0,positif,1
111,"Dirut mrtjakarta William Sabandar memberikan plakat apresiasi kepada Radio Elshinta atas kontribusi Pembangunan MRT Jakarta Fase 1 Lebak Bulus - Bundaran HI, acara Malam Apresiasi MRT Jakarta di Le Meridien Jakarta, Rabu (19/6) malam. ??Ale aniesbaswedan https://t.co/frDo0bbW0L",dirut mrtjakarta william sabandar plakat apresiasi radio elshinta kontribusi pembangunan mrt jakarta fase lebak bulus bundaran hi acara malam apresiasi mrt jakarta le meridien jakarta rabu malam ale aniesbaswedan,3,0,positif,1
112,"Sekretaris Kota Jakarta Barat Eldi Andi menghadiri Malam Apresiasi MRT Jakarta yang dibuka oleh Gubernur Provinsi DKI Jakarta Anies Baswedan di Sasono Mulyo Ballroom Le Meridien Jakarta.
#PemkotJB https://t.co/s4WE067mb7",sekretaris kota jakarta barat eldi andi menghadiri malam apresiasi mrt jakarta dibuka gubernur provinsi dki jakarta anies baswedan sasono mulyo ballroom le meridien jakarta,1,0,positif,1
113,"Kami , @experd , @vere075 , bangga karena banyak mendukung terjadinya MRT Jkt , hingga lancar jaya dan terpuji , ada jpnambsindonesia  yang jenaka ini pula @ LE MERIDIEN JAKARTA https://t.co/JtW1Mx9YnS",bangga mendukung mrt jkt lancar jaya terpuji jpnambsindonesia jenaka le meridien jakarta,5,0,positif,1
114,"@putrimegairv Pls bgdddd mrt bandung-jakarta dong:"")) harapan qtaahhhh",pls bgdddd mrt bandung jakarta harapan qtaahhhh,1,0,positif,1
115,"jujur ngga kapok naik transportasi publik lg, seharian pulang-pergi naik mrt & metrotrans & pedestrian walk-nya nyaman sekali .. hehe selalu suka Jakarta bagian sini ??? https://t.co/1tUvnDz9F0",jujur tidak_kapok transportasi publik lg seharian pulang pergi mrt metrotrans pedestrian walk nya nyaman hehe suka jakarta,3,0,positif,1
116,"Mrt udh ada
Lrt juga udh ada
Kereta cepat jakarta-bandung juga bakal ada.
Ini gada yang mw buat kereta cepat kalideres-sudirman apa ?",mrt udh lrt udh kereta cepat jakarta bandung gada mw kereta cepat kalideres sudirman,2,0,positif,1
117,Fase 2 MRT Jakarta ditargetkan rampung pada 2024 https://t.co/RrIcz6HRGO,fase mrt jakarta ditargetkan rampung,1,0,positif,1
118,"Nah, lagi-lagi nih mo ngingetin klo mesin otomatis di stasiun MRT bisa dimanfaatkan lho https://t.co/JlfUHhytRB #mrtjakarta #mrtjakartaproject #mrtjakartans #mrtjakarta2019 https://t.co/8uhFGahy5G",nih mo ngingetin klo mesin otomatis stasiun mrt dimanfaatkan lho,1,0,positif,1
119,"// Jakarta panas, yang adem cuma didalam mrt saja. ????",jakarta panas adem didalam mrt,2,0,positif,1
120,"Kepada dinas tata kota Jakarta tersayang, tolong dong pedestrian stasiun MRT Istora senayan dikasih penghijauan jangan aspal aja. Hari ini panas sekali dan orang-orang yang jalan disana sangat kepanasan karena tidak ada yang melindungi mereka saat berjalan :(",dinas tata kota jakarta tersayang tolong pedestrian stasiun mrt istora senayan dikasih penghijauan aspal aja panas orang orang jalan disana kepanasan tidak_ada melindungi berjalan,3,2,positif,1
121,"@ubermoon @genduti Nanti kalo ke Jakarta main ke RM Nusa Indah di jl Ahmad Dahlan, dekat MRT Blok M. Kalau beruntung ada kiriman Bolu Meranti nyempil dengan oleh-oleh lain",kalo jakarta main rm nusa indah jl ahmad dahlan mrt blok m beruntung kiriman bolu meranti nyempil,2,0,positif,1
122,"https://t.co/nCMm0abhUk 
Rencana Pembangunan Global SDGs masuk dalam Pembangunan Nasional salah satunya keberhasilan Jakarta dalam memperbaiki sistem transportasi massal berupa MRT dapat mengurangi macet dan juga kebijakan ganjil genap. kalian setuju ?
#JakartaBerketahanan #...",rencana pembangunan global sdgs masuk pembangunan nasional salah satunya keberhasilan jakarta memperbaiki sistem transportasi massal mrt mengurangi macet kebijakan ganjil genap setuju,4,3,positif,1
123,"busway, lrt, mrt....i love jakarta",busway lrt mrt i love jakarta,1,0,positif,1
124,"kerja di Jakarta dan indoor tidak seburuk yang gue bayangkan dulu.. sangat terbantu oleh mrt dan tj buat transportasi. kalo harus naik motor mah gue bakal mikir beberapa kali buat kerja di Jakarta, macet parah",kerja jakarta indoor tidak_seburuk gue bayangkan terbantu mrt tj transportasi kalo motor mah gue mikir kali kerja jakarta macet parah,2,1,positif,1
125,MRT Mampu Kurangi Penggunaan 5.600 Kendaraan Pribadi #MRT #transportasi #macet #jakarta #polisi https://t.co/dfxshfyc2f,mrt kurangi penggunaan kendaraan pribadi,1,0,positif,1
126,MRT Diprediksi Bisa Kurangi 5.600 Kendaraan Pribadi https://t.co/vYdztpbGBR,mrt diprediksi kurangi kendaraan pribadi,1,0,positif,1
127,"Malam ini dimulai dengan ngobrol bareng dengan alumni2 SMK Negeri 7 Samarinda di Jakarta lalu kita menuju MRT Bundaran HI lanjut ke Istora Merdeka. 

Lanjut ke wisata kuliner di Sate Tai Chan Senayan. Semoga bisaâ¦ https://t.co/O8trleiLxi",malam ngobrol bareng alumni smk negeri samarinda jakarta mrt bundaran hi istora merdeka wisata kuliner sate tai chan senayan semoga,2,0,positif,1
128,Penumpang MRT di jakarta ni lama-lama gayanya ketaker kaya nasi berkat.,penumpang mrt jakarta ni gayanya ketaker kaya nasi berkat,2,0,positif,1
129,MRT Klaim Bisa Kurangi 5.600 Kendaraan Pribadi di Jakarta https://t.co/P5iUei4oK3,mrt klaim kurangi kendaraan pribadi jakarta,1,0,positif,1
130,"@Outstandjing Yup, MRT terbukti mengurangi kemacetan Jakarta sekitar 8%, bahkan sebelum MRT beroperasi saat penelitian TomTom dilakukan.",yup mrt terbukti mengurangi kemacetan jakarta mrt beroperasi penelitian tomtom,2,1,positif,1
131,"@jonathanend Lebaran kemaren sengaja ke jakarta seminggu cuma buat cobain angkutan umum mulai bajaj, krl, busway, dan mrt.. Senang sekali.. Tapi knpa ga nemu yg gratis ini yak?",lebaran kemaren sengaja jakarta seminggu cobain angkutan bajaj krl busway mrt senang knpa tidak_nemu gratis yak,3,0,positif,1
132,cukup excited dan nervous secara bersamaan??? gasabar nonton cuii masih lama bgt tapi karena udah megang tiket jadi maunya cepetan dan mau nyoba MRT untuk pertama kalinya wkwk gimana sih nih orang jakarta masa baru nyoba huhu,excited nervous bersamaan gasabar nonton cuii bgt udah megang tiket maunya cepetan nyoba mrt kalinya wkwk gimana sih nih orang jakarta nyoba huhu,2,0,positif,1
133,Alhamdulillah itâs MRT Indonesia@jakarta. @ Stasiun Blok M - MRT Jakarta https://t.co/DGM5nGXcvO,alhamdulillah it s mrt indonesia stasiun blok m mrt jakarta,1,0,positif,1
134,Seneng deh skrg gue mau main sejauh apapun di jakarta bisa balik kerumah dgn mudah naik mrt. Ga lagi kena debu dan asep jalanan hehe,seneng deh skrg gue main apapun jakarta kerumah dgn mudah mrt tidak_lagi kena debu asep jalanan hehe,2,1,positif,1
135,MRT Jakarta sudah 11 tahun. Jadi pengen tahu 11 tahun itu perjuangannya seperti apa. Rata-rata artikel ngasih info timeline pembangunannya. Bukan tentang perusahaannya. https://t.co/8YgERWe0Fx,mrt jakarta pengen perjuangannya artikel ngasih info timeline pembangunannya perusahaannya,1,0,positif,1
136,"@fr_pratama Jakarta dibangun MRT,  LRT,  Kereta cepat dll, untuk apa? sedang china siap dana 3000t untuk pemindahan ibukota",pratama jakarta dibangun mrt lrt kereta cepat dll china dana t pemindahan ibukota,1,0,positif,1
137,"@mrtjakarta Mimin, izin bertanya. Apakah nanti ada kebijakan jika kartu multi trip Commuter line jabodetabek bisa digunakan juga untuk naik MRT Jakarta? Terimakasih.",mimin izin kebijakan kartu multi trip commuter line jabodetabek mrt jakarta terimakasih,1,0,positif,1
138,"@Adeeput_ Hai kak, 
MRT Jakarta beroperasi normal dengan rute dari Stasiun Lebak Bulus Grab - Bundaran HI. terima kasih",hai kak mrt jakarta beroperasi normal rute stasiun lebak bulus grab bundaran hi terima kasih,1,0,positif,1
139,"akhirnya rasa penasaran dibayar lunas kagak pake dicicil, naek MRT juga nih...keren banget sih, berasa lagi di luar negeri_
#me #man #mrtjakarta #jakarta #style #fashion #ootd #indonesia #likeforlike #like4likeâ¦ https://t.co/O1u8LitkVV",penasaran dibayar lunas kagak pake dicicil naek mrt nih keren banget sih berasa negeri,3,0,positif,1
140,"Gue kira td lo mau ngetik âjadi betah duduk2 di mrt jakartaâ. Ya monmaap, barti bukan jakartanya yang sejuk. Ac nya aja. Bikin masuk angin. Ehe https://t.co/BpjJVkqFsd",gue td lo ngetik betah duduk mrt jakarta ya monmaap barti jakartanya sejuk ac nya aja bikin masuk angin ehe,2,0,positif,1
141,"@DirtyJulian Perasaan sih dibawah 5 juta juga bisa hidup layak di Jakarta dg kost kamar mandi dalam asal tidak pakai AC & masak sendiri, naik Public Transport (TJ/KRL/MRT) & gak sering2 ke mall. Tapi kalau mau yg versi menikmati hidup entahlah...",perasaan sih dibawah juta hidup layak jakarta dg kost kamar mandi tidak_pakai ac masak public transport tj krl mrt tidak_sering mall versi menikmati hidup,2,0,positif,1
142,"jakarta malem ini lumayan sejuk, angin semilir,jadi betah duduk2 di pinggiran stesyen mrt dukuh atas~",jakarta malem lumayan sejuk angin semilir betah duduk pinggiran stesyen mrt dukuh,3,0,positif,1
143,"Berharap kedepannya warga jakarta lebih banyak menggunakan transportasi publik dibanding kendaraan pribadi, karena semenjak Asian Games, jalur pedestrian diperbaiki biar pejalan kaki nyaman, apalagi pedestrian yang dideket stasiun MRT udah rapi. makin enak bgt.",berharap kedepannya warga jakarta transportasi publik dibanding kendaraan pribadi semenjak asian games jalur pedestrian diperbaiki biar pejalan kaki nyaman pedestrian dideket stasiun mrt udah rapi enak bgt,3,0,positif,1
144,"Tadi uji publik LRT! Yeay! Emang sebenernya masih agak jauh dari rumah ke Velodrome, tapi dari segi kebersihan sampe ketepatan waktu kedatangan gabeda jauh dr MRT! Petugasnya ramah-ramah dan bersih banget. terlalu cinta sama jakarta dan seisinya. Bedanya cmn di gerbongnya aja. https://t.co/1FiI8XCCQ0",uji publik lrt yeay emang sebenernya rumah velodrome segi kebersihan sampe ketepatan kedatangan gabeda dr mrt petugasnya ramah ramah bersih banget cinta jakarta seisinya bedanya cmn gerbongnya aja,6,0,positif,1
145,@UKinIndonesia @MoazzamTMalik Lebih enak MRT Jakarta atau Tube London? #TanyaDubesInggris,enak mrt jakarta tube london,1,0,positif,1
146,"MRT Jakarta
Trying the Jakarta MRT couple months ago, and I was so excited finally we have new public transportation in Jakarta. It will be much easier for commuters to travel around Jakarta.

#UbahJakartaâ¦ https://t.co/Fv081ZFNT0",mrt jakarta trying the jakarta mrt couple months ago and i was so excited finally we have new public transportation in jakarta it will be much easier for commuters to travel around jakarta,1,0,positif,1
147,"Selamat sore ?? monggo ditonton

[Trip Report] KEREN!! Mencoba Naik & Review MRT Jakarta dari Bundaran HI ke Lebak Bulus

https://t.co/0KXgxIbNKW",selamat sore monggo ditonton trip report keren mencoba review mrt jakarta bundaran hi lebak bulus,2,0,positif,1
148,ngedate alam teh di jakarta dimana ya... gue aja liat gunung pas di stasiun fatmawti pas naik MRT senengnya bukan main ???? https://t.co/eSKkD8HxbJ,ngedate alam teh jakarta dimana ya gue aja liat gunung pas stasiun fatmawti pas mrt senengnya main,3,0,positif,1
149,MRT jakarta gak kalah sama yg pernah saya naikin di Singapur trnyata...,mrt jakarta tidak_kalah naikin singapur trnyata,1,0,positif,1
150,"Sudah lama ngga ke pusat Jakarta, sudah lama ngga naik transportasi umum, sudah lama ngga jalan-jalan di Jakarta. Belakangan ini cuma bolak-balik kantor-kosan yang cuma 3 menit jalan kaki. Kangen juga sama krl dan busway eh mrt juga!",tidak_ke pusat jakarta tidak_naik transportasi tidak_jalan jalan jakarta bolak kantor kosan menit jalan kaki kangen krl busway eh mrt,1,0,positif,1
151,Sayang bgt sama MRT Jakarta. Gila sangatâ mempersingkat waktu gue! https://t.co/4c7JsYlr3m,sayang bgt mrt jakarta gila mempersingkat gue,2,1,positif,1
152,"Angkot ??
Trans Jakarta ??
KRL ??
MRT ??
Yuhu list jalan-jalannya sudah terpenuhi semua. Terima kasih Jakarta, aku sangat menyukai kotamu ??",angkot trans jakarta krl mrt yuhu list jalan jalannya terpenuhi terima kasih jakarta menyukai kotamu,1,0,positif,1
153,"@askmenfess Gua suka banget sm jakarta.. Padahal gua bukan orang jakarta.. Gatau kenapa seneng aja liat gedung2 tinggi, ditambah lagi afa mrt lalu lalang.. So beautiful ???? ayo nder coba ke jakarta,, pasti kamu bakal suka dehh dijamin..",gua suka banget sm jakarta gua orang jakarta gatau seneng aja liat gedung ditambah afa mrt lalang so beautiful ayo nder coba jakarta suka dehh dijamin,4,0,positif,1
154,Biar warga nya sehat pak jalan kaki dan kalo kebanyakan macet nya warga biar pake angkutan umum jakarta yang sudah canggih canggih seperti MRT LRT BRT PRT dan ART https://t.co/jaJRsRptwk,biar warga nya sehat jalan kaki kalo kebanyakan macet nya warga biar pake angkutan jakarta canggih canggih mrt lrt brt prt art,3,1,positif,1
155,"Nama resminya Ratangga. Tapi akrab disebut MRT. Moda transportasi anyar berbasis rel ini, hadir fenomenal bagi masyarakat Jakarta. Kecepatan, kenyamanan, dan ketepatan waktu tempuh jadi andalan. Kalian sudah pernah naik atau belum pernah mencoba? #Visixty

https://t.co/QbVa1DuLWC",nama resminya ratangga akrab mrt moda transportasi anyar berbasis rel hadir fenomenal masyarakat jakarta kecepatan kenyamanan ketepatan tempuh andalan belum_pernah mencoba,5,0,positif,1
156,@PutraJayaHS @mkusumawijaya @ritzqa @awemany @PT_TransJakarta @mrtjakarta wkwkw.. Iya kanda. Aslinya belon pernah naik MRT. Lebih suka jalan kaki menyusuri trotoar Kota jakarta yg mulai nyaman dilalui ??,transjakarta wkwkw iya kanda aslinya belon mrt suka jalan kaki menyusuri trotoar kota jakarta nyaman,2,0,positif,1
